text,label
"Die Märchensteuer wird auf 25% erhöht. Sicher schon ab Januar. Was sonst? Der Strom wird ""ökologisch"" teurer, so 5 Cent/kWh, die KK-Beiträge werden 25% steigen und die RV-Beiträge auch. Alles turnusmäig. Hat nix mit den ""Einwanderern"", ""Siedlern"", ""Asylanten"", ""Bereicherern"" und sonstigen Worthülsenträgern aus dem moslemischen Ausland zu tun.",criticism
Rolf Mittig ....es ist nicht mehr lustig......... :-(,nothing
"Und du lustiger Peter, um so schlimmer finde ich es, dass du in deinem Fall bei so einer Bewegung Teil nimmst.",nothing
"Mit ""hoher Wahrscheinlichkeit"", Herr Emini? Sie scheinen ein sehr toleranter Mitbürger zu sein. Kritische Äußerungen über den Islam verursachen bei Ihnen scheinbar unmittelbar Schnappatmung, denen man nur mit Unterstellung von Propaganda und Absprache von Intelligenz begegnen kann.",nothing
"Schön das die CDU mal wieder etwas macht, was die AfD schon vor 6 Monaten getan hat. Sahra Wagenknecht überweist auch Geld direkt an die Antifa. Das steht auf ihrer Homepage unter ""Transparenz"" [URL]",criticism
"Dummheit ist angeboren, insofern sind Sie exkulpiert, aber eben auch völlig diskussionsunwürdig. Mit Schwachköpfen wie Ihnen verschwende ich keine Zeit.",nothing
Nimmt der ami auch welche auf ?,nothing
"Es werden doch sowieso alle durch die Grenzkontrollen gelassen, ist doch nur Alibi! Wieso werden dann extra Sonderzüge eingesetzt um die Asylanten in Österreich abzuholen und nach Deutschland zu bringen???!!!",criticism
Welche Redaktion fliegt wohl ähnlich Paris als erstes in die Luft?! ????,nothing
Das würde ich auch gern wissen. Habe schon mal in der zeitung gelesen ca 12.000 € monatlich. Stellt das mal Hartz IV gegenüber !! Vor allen Dingen welche Quellen sprudeln denn dafür ?,nothing
"Den Zustrom eindämmen. Wenn ich das schon höre. Ach ja, wenn man sagt, diesen Zustrom zu beenden, ist man ja ein ganz gefährlicher Antidemokrat und Nazi.",criticism
"Nicky, die Äußerung kam von Merkel und nicht von mir.",nothing
Ups. Dann korrigiere ich mich. Island. Bin ja lernfähig. Bin ja kein Troll. Lach,nothing
"Fragt man sich doch wirklich was Pegida damit erreichen will?! Ich hoffe das die Mitläufer das auch merken und sich gegen Pegida wenden. Es ist doch eindeutig, dass das zum Spiel wird. Wenn ich etwas erreichen will.. tanze ich doch nicht rum. Dann bin ich überzeugt und halte an diesem Montag fest oder??? Bitte an alle noch denkenden Pegida Anhängern, denkt doch mal nach. Versucht zu verstehen wen oder was ihr da folgt. Hier geht es auch in eurem (denkende Befölkerung) Interesse um eine ""richtige"" Richtung. Schliesst euch nicht nur denen an, weil sie laut und angsteinflössend sind. Damit wird nichts erreicht! Werdet politisch. das ist anstrengender, weil das DENKEN erfordert, aber traut euch das zu!",nothing
Dann weisst du sicher auch was Marx dazu sagte!,nothing
Drecks Nigger. Glaubt mir ich weis wovon ich rede.Zeit mit denen endlich Ernst zu machen.Würde gern mehr und vor allem heftigere Polizeigewalt gegen socheln Abschaum erleben wenn ich ehrlich bin.Als territirialer Waffennarr weiss ich wovon ich rede. 😄😀😆Da ist man doch stolz Rassist zu sein.😄,nothing
Linke Zecken !,nothing
"Sag du es mir...  Ich habe schon überlegt Parteimitglied bei den Grünen zu werden... ich glaube, die Claudia und der Cem sind gute Therapeuten.",nothing
ich habe mir mal die mühe gemacht ein asylantenheim vor ort zu besichtigen. erste feststellung. jeder kann rein. zumindest dieses heim wird nicht bewacht. zweite feststellung. in diesem heim sind vorwiegend romas untergebracht. ca 200. auf dem gleichen gelände in einem anderen gebäude sind ca 100 schwarzafrikaner untergebracht. zu 95% junge männer.,nothing
[USER] [USER] #BTW2021 💪🆘🇩🇪🆘🇩🇪💪 Gruen-ROT-ROT ⛔️Tod 🎚🇩🇪🎚für die DEMOKRATIE u DEUTSCHLAND 🇩🇪 🖕🖕🖕👎🆘🇩🇪🆘🇩🇪🆘🇩🇪 wenn ihr euer LEBEN zurück WOLLT‼️💪🇩🇪 dann #btw21 ❌🇩🇪🆘 [URL],agitation
GEil !!!,nothing
"Die ""Geschäftsführer"" und ""Verbände"" der Zeitungen sollen sich nur lächerlich machen. Runter mit der Maske, dann wird deutlich dass diese NICHTS zu sagen haben und deren Versuch mit manipulativer Berichterstattung das Volk zu lenken als kriminell, mindestens aber der Verrat, ENTTARNT. Wenn auch nur ein Richter diesen komischen Paragraphen anwenden würde, was glaubt er wie des Volkes Seele stürmen würde. Solche Anzeigen, Prozesse, ALSO BITTE!, HaHa, ich denk' auch langsam wir sind in Nordkorea. Es tut mir leid für Tatjana, dass sie diesen Mist über sich ergehen lassen muss.",criticism
Anke Schneider- warum schämst du dich ?? über Pegida oder der Merkel ?????,nothing
Schwachsinn..... jetzt umso mehr wir geben nicht auf ! wir haben ein Ziel und halten voll drauf !!! :) PEGIDA !!!!,nothing
"im Großen und Ganzen machen sie es so wie ihre Vorbilder in Berlin, scheinbar haben sie gut zugeschaut ^^",nothing
"Pegida demonstriert jede Woche. Und jede Woche bekommt sie zuverlässig neues Material geliefert, das diese Bewegung in ihrem Existenzgrund rechtfertigt.",nothing
"Hehe, Praxis und Theorie",nothing
"Das würde zwar die Problematik offiziell abschwächen, aber was glaubst Du, wie die dann reagieren würden? Die haben nichts mehr zu verlieren!",nothing
"Sehr rassistisch und fremdenhassend von der AWO, wenn sie AfD Mitglieder diskriminieren.",nothing
"Erro Rothe du bist ja sogar noch älter als ich Ich bin 64 er Baujahr und von Anfang an als Gründungsmitglied beim DA gewesen, klar hatten wir auch Angst das sich der 17.06.53 wiederholt, aber es ging Vorwärts!",nothing
Ich liebe dieses PACK !!!!!,nothing
Lern deutsch Dresden Dingsbums,nothing
Dann müsste von der Presse aber auch mal gutes kommen. Denke mal das viele nicht online schauen. Und was sie von der Presse erfahren ist nur Müll.,nothing
Kann ma das schwarz auf weiß haben wo das drin steht Jürgen fischer,nothing
Und den Volksschädlingen die Rübe angehackt hat.,nothing
[URL],nothing
[USER] [USER] [USER] [USER] shahahahah ich trete dich geistig behindert du [USER] und wenn es dich so triggerd lutsch die schwänze deiner zwei väter du bastard,nothing
danke an chemnitz,nothing
[URL],nothing
wieder ein Asylschwein weniger was wir durchfüttern müssen,nothing
Le slogan de l'Union avec nos frères européens ! Bravo !,nothing
"Mal sehen, wen der Bürgermeister zuerst besucht und seiner Solidarität versichert. In Dresden war das ein gutes Omen.",nothing
"""Der Islam"" ist eine Religion und keine Person, du Hirn.",nothing
Genau so ist das richtig!,nothing
Verzichte darauf ...,nothing
Aber wir sind doch schon groß und lassen uns nicht mehr verar......,nothing
Das befürchte ich auch!!! Ro Tromm,nothing
"Wieso, schreit hier eigentlich niemand ""Lügenpresse""?",criticism
"Angela Petrova es gibt kein Makedonien...es heißt FYROM....wie jedes kind weiß Makefonien ist Griechisch....So den anderen bullshitt was Du schreibst will ich nicht kommentieren weil Du es eh nicht verstehe wirst weil Du dumm bist....Wenn Du was zum meckern hast, das kannst Du bei deinen türkischen freunden machen die uns Griechen dieses pack herüber schickt...",nothing
"#SiegHeil für Deutschland - Ein Volk, ein Reich, ein Führer",agitation
"Ja, gute Idee, Andreas. So ein Trauermarsch macht Sinn",nothing
"Denis: das ist meine Meinung. Dann erkläre du mir doch warum das nicht so eintreffen wird, damit ich aus dem dunklen Wald endlich raus kann.",nothing
Hier einmal die Rede von Merkel auf dem Parteitag in 2005:,nothing
"Wir basteln gerade dran , dauert etwas ??????",nothing
"Wir sollten vor dem Objekt für die Unterbringung demonstrieren. Ich puste schon einmal bunte Ballons auf, sicher ist sicher.",nothing
Er trägt ja schon die Sharia.,nothing
Bei den nächsten Wahlen gibt es die Rechnung. Die AFD wird richtig zulegen. Ich würde mich über einen Rechtsruck bei den Wählern nicht wundern.,criticism
"Ausserdem frage ich mich immer wieder, warum Menschen die uns ""Peg idioten"" beschimpfen, dann auf der Pegida Seite rumtrollen ? Gerade nix zu tun, langweilig? Sicher laufen auch paar ausgeprägte Fremdenfeinde da mit, aber gewiss denken nicht alle so. Die meisten sind Systemkritiker. Aber die Medien schreien rechts und wer gegen rechts getrimmt wurde glaubt natürlich nur was da steht. .. dem ist dann auch nicht mehr zu helfen ...Meinung verfestigt Pegida = doof ....bißchen engstirnig oder ?",nothing
"der steht aber auch nicht zum ersten mal dort, er ist eigentlich immer dabei",nothing
[URL],nothing
"Alles, was vor dem Holocaust war - war ein heimatloses vagabundierendes Volk, welches sich profitstrebend in andere Volksköper einnistete. - Und nach dem sogenannten Holocaust bekamen sie durch die Mitwirkung der Nationalsozialisten erstmals wieder eine Heimstadt, und in Folge ständige ununterbrochene Widergutmachungszahlungen aus Deutschland. Des gleichen erzogen sie die ganze Welt nur jüdisches Leid wahrzunehmen. Fazit: Sie verdanken dem nationalsozialistischem System unendlich viel!",nothing
"spielt gar keine Rolle, Aufklärung ist gefragt....es wirkt und macht bereits so manchen schon nervös....3 Monate wohlgemerkt, es gibt noch Hoffnung",nothing
Es wäre traurig wenn man PEGIDA nur auf die unkontrollierte Zuwanderung reduzieren würde.,nothing
"Danke den Helden Deutschlands, ihr seid die einzig wahren Patrioten!!!",nothing
[URL],nothing
Der ideale Mann für alle Muslime: [URL],nothing
Nach seiner Rechnung waren beim rolli 11000 ok wir Runden auf 15000??????,nothing
"Kann man so sehen , wobei das Ausmaß von Gewaltbereitschaft und Fanatismus meiner Meinung nach nicht vergleichbar sind. Eine Lösung könnte aber demnach sein, dass die Kulturen für sich bleiben - Multikulti funktioniert nicht.",nothing
"War wieder sehr schön in Dresden, danke fürs kommen und Dank dem Orga- Team... Bei schönen Wetter kann jeder Demonstrieren, uns geht es um unsere Kultur, unserer Heimat unsere Menschen und Gerechtigkeit, Sicherheit, dafür kämpfen wir... Wetter??? ist Nebensache...",nothing
"Finde ich Gut, Fangen wir mal an: Saudi Arabien , Katar , Türkei , Israel , USA , Deutschland , usw usw",nothing
"Ärgerlich, die wollen es ja nicht anders, die sind's ja selber schuld.",nothing
"Keine Ahnung, ob es überhaupt ein Land gibt, wo tatsächlich eine Demokratie besteht. Am ehesten vielleicht in der Schweiz. Für mich sollte in einer Demokratie zumindest das Mitbestimmungsrecht /Volksentscheid gelten. Meiner Meinung nach ist es auch keine Demokratie, wenn das Volk genötigt wird, für etwas zu bezahlen, was Sie nicht möchten. Siehe zum Beispiel GEZ, IHK und so weiter. Gesetzliche Versicherungen, die immer teurer werden, aber immer weniger Leistung erbringen. Es gibt einfach zu viele Missstände in unserem Land.",criticism
Auf Siggi ist VERLASSS !!!!!!!!!! (y) (y) (y),nothing
"Dialog heißt aber auch nicht, das man die Meinung des anderen übernehmen muß. Persöhnliche Angriffe sollten aber unterbleiben. Ich lasse jedem seine und behalte die meine. Pegida ist notwendig und gut.",nothing
nichts ist mit dem passiert in gut zwei jahren sind wahlen das ist alles,nothing
"Was hat Patriotismus und die Forderung nach dem ""Ich möchte schon wissen, wer in meine Wohnung kommt!"" und ""Ich möchte keine Schmarotzer durchfüttern!"" mit Fremdenfeinlichkeit zu tun?  Christoph, mal ne Frage: haben Sie eigentlich schon die Wohnungstür bei sich ausgehängt und Plakate vor dem Haus mit ""Hereinspaziert, wer will nochmal, wer hat noch nicht"" aufgestellt?? Ansonsten - wären SIE ja auch fremdenfeindlich - aber nun mal flott, ran an die Tür und die Plakatmalerei, damit Sie nicht von Ihren KumpelsInnen in die fremdenfeindlich-rechtsradikale Nahtsieecke gestellt werden! /Ironie AUS!/ Übrigens - im Endeffekt, wenn man mal etwas weiter als von 12e bis Mittag denkt, Christoph, sind SIE der eigentlich fremdenfeindliche - Ihre realitäts-/lebensfremde Einstellung zum Migrationsproblem wird letztlichdazu beitragen, dass sich weite Teile der Bevölkerung (auch die, die jetzt NOCH positiv dazu stehen) gegen jegliche Fremde stellen, jegliche Fremde unter Generalverdacht stellen (auch die integrierten) - DAS haben übrigens viele der integrierten Ausländer (ob mit oder ohne dt. Pass) viel eher und besser verstanden, als Euresgleichen, die Ihr Euch im bildungsfernen, geistig minderbemittelten rot-grün benachteiligten ""Milljöh"" rumtreibt ...",nothing
usa ist der kriegstreiber....,nothing
Selber schuld.????,nothing
Die Täter mit aller Härte des Gesetzes verfolgen und lebenslang wegsperren ??,nothing
"Zurücktreten??? Dann ist es wie immer...wir dürfen die Suppe, die uns die ""Demokraten"" eingebrockt haben, auslöffeln. Sie soll ihr Amt behalten, aber sämtlicher Beschlüsse, die ohne Volksabstimmung getroffen wurden, sind abzuschaffen... und mit dem fetten Gehalt, welches unsere Politiker sich selbst zugesprochen haben, können sie in ihren überdimensionalen Eigenheimen Flüchtlinge aufnehmen und versorgen. Und zwar alle, die kommen, weil sie gerufen wurden....",criticism
wir wollen keine zustände wie in köln es müssen noch mehr werden DIE AUF DIE STRASSE GEHEN !!!!,nothing
"Menschen wie Todenhöfer sind die Hoffnung des Abendlandes! Todenhöfer 4 President!",nothing
[URL],nothing
"Ich denke, wenn die ersten Unruhen hier anfangen, werden Asylforderer zu Zehntausenden oder zu Hunderttausenden Deutschland den Rücken kehren! Besonders dann, wenn wir ausgeblutet sind und es finanziell nichts mehr zu holen gibt.  Manche Orientalische Christen, die hier weiter verfolgt werden, sind schon wieder auf der Flucht - von Deutschland weg. Und das erfüllt mich mit Scham!",criticism
Tja aber wir sind ja nicht dumm..... ;-),nothing
"Bitte unterstützt auch Pfarrer Paul Spätling. Er hatte bei Pegide öffentlich, seine Meinung kundt getan, worauf ihm Bischof Felix Genn die Predigtbefugnis entzog. [URL]",nothing
[URL],nothing
"Vielen, vielen Dank Ungarn! Ihr seid so toll und konsequent.",nothing
"Wir nehmen als Bewerbungstest immer die Frage, wieviel denn genau 19% MWSt. von € 100,- sind. Damit scheiden schon einmal 90% aller Bewerber auf natürlichem Wege aus, völlig diskriminierungsfrei ;-)",nothing
"Na dann soll Linksgrün sich dort mal schön auf die Lauer legen, vielleicht findet sich ja ein Christ der eine ganz Stadt mit seinen Kumpanen verwüstet nur weil jemand ein paar Seiten aus der Bibel reist! Ich glaub aber nicht dran. :D Lob an die Slowakei und Tschechien, sie machens richtig.",nothing
Ich hoffe auch das ich noch herausfinde das das eine Postillion ist. Aber bis jetzt leider noch erfolglos.,nothing
"...die Gemeinden werden begeistert sein!!! Hallo Gutmenschen gebt mal Eure Adressen an die zuständige Behörde, kann sicher jeder ""Einen"" bekommen! [URL]",nothing
oder sind die Einkommensstatistiken etwa gefälscht?,nothing
Können wir auch sein lassen.,nothing
40 millionen mein freund laut umfrage scheisse ne und nun?,nothing
"Ohne demokratische Legitimation? Sag mal, ist 17.00 nicht ein bisschen zu früh für einen Vollrausch?",nothing
In dieser Gruppe braucht man kein Niveau . .... sonst würde man zu sehr mit Überlegenheit glänzen und damit können die Pegida Anhänger (Trottel) nicht umgehen . ....,nothing
"Das gibt doch Hoffnung, das es weiter geht. Pro PEGIDA",nothing
"Die Rechtsextremen in Heidenau, die Krieg gespielt haben...? Diverse Brandanschläge auf Flüchtlingsheime...? Die Krawalle vor der Zeltstadt in Dresden? Bis jetzt ist zum Glück noch kein Flüchtling gestorben, aber die Stimmung ist sehr aggressiv. [URL]",nothing
Meinungsfreiheit? Lächerlich! Die größte Geißel dieses Landes ist das Linke Zeckenpack!!! DAS sind die Faschisten des 21. Jahrhunderts!!!,nothing
"da ist die sog. Familienzusammenführung noch gar nicht mit eingerechnet,und ich bin sicher dass jeder weiß was das bei einem Schwarzafrikaner bedeutet (da kommt der komplette Stamm nach)",nothing
Gänsemarkt bekommen,nothing
"[USER] Absolut richtig so 👍‼️ Die AfD = Alternative für Dummheit, ist und bleibt eine Schande in dieser Gesellschaft und es wird höchste Zeit, dass diese AfD - Bande aus dem Bundestag und jeden Landtag verschwindet ‼️ [URL]",nothing
Wie viele waren denn da?,nothing
[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Der dicke Kammenos wollte ja die Türkei zerquetschen. Sprüche klopfen aber sein Land nicht einmal gegen Flüchtlinge verteidigen. Waschlappen,nothing
lasst euch von den Islamsympathisanten NICHT unterkriegen!!!,nothing
Ist das wahr?.... [URL],nothing
Internet-Schwuletten.,nothing
Alexander Dick [URL],nothing
Selten so gelacht :-).,nothing
Pegida ist im Übrigen gegen die Islamisierung und nicht gegen Fachkräfte aus dem Ausland! Um mal beim Thema zu bleiben.,nothing
[URL],nothing
"""Sie kommen her und rufen 'Allah ist groß'. Sie wollen die Kontrolle übernehmen.""",nothing
Leute Leute Leute.... [URL] Aber mal dringend lesen! Ist ja gruselig,nothing
"sie heulen rumm,nur weil man mal die wut rausläßt und sagt was alle denken,man was ist das für ein arme regierung und presse",criticism
"Juergen Weidner och sweetie, das haben mir schon viele gesagt - aber ich bin relativ groß und stark und noch niemand hat sich letztendlich getraut - ich wohne in Berlin, Soldiner Kiez, Wedding und bin leicht zu erkennen ;-) try it, du Wurst",nothing
Scheibenwischer an...runter schalten und Vollgas...sowas braucht keiner...,nothing
"naja wer am besten ab 1.Klasse schon arabisch, Muselkultur und Allamallacha lernen soll... da bleibt für lebensnotwendigere Sachen kein Platz mehr",nothing
Wär ja schön wenns so wäre aber im westen müssen mehr auf die strasse,nothing
Er wurde bestimmt gesponsert und wollte seine Story nur verkaufen.,nothing
das wird die vom staat bezahlte antifa gewesen sein.denn nur die schmeissen steine und legen brände.,agitation
Toll ?? ?? ?? ??,nothing
Ja eben deshalb niemals nur 5000.... Schön runter gedrückt de zahlen,nothing
Und das ist nur der Anfang. Gruß aus Duisburg !,nothing
"Silke Glowatz-Bleckert wir sind rechtens, nicht rechts und wir linken keinen.",nothing
Ihr seit einfach nur krank,nothing
"Die da oben lassen sich von UNS bezahlen,werfen mit UNSEREM Geld nur so um sich,beschimpfen UNS als PACK,wir haben keinerlei Rechte mehr,sollen arbeiten(die es noch tun)bis zum umfallen und schön die Schnauze halten!!!zum kotzen ist das!!!Viel zu wenige gehn noch auf die Strasse!!!",agitation
woarme brut,nothing
Und ich bin Ostwestfale und lache über die Ossis die mal wieder die Vorurteile bestätigt haben. Wir leben hier seit 40 jahren mit ausländern zusammen. Baut die mauer wieder auf!,nothing
"Respekt, solche Leute brauchen wir in gamz Europa viel mehr;)",nothing
Klären Sie mich auf: Wer hat den Balkan ausgebeutet?,nothing
"seine Leugnung des Holocaustes z.B. ( die er dann aber zurückgezogen und abgestritten hat). Ok, es war ihr Vater, aber ihre Gesinnung ist absolut die gleiche",nothing
so siehts aus im zündeln sind sie weltmeister [URL],nothing
"Gefällt mir! Er kann sich's eben leisten, sich nicht verbiegen zu lassen.",nothing
pass auf wenn die bösen flüchtlinge dir die bild zeitung klauen!,nothing
"Tja, manche (Gut-)Menschen suchen ihren Erfolg im Misserfolg der Anderen.",nothing
"Ich möchte mir in Deutschland nicht vorkommen wie im arabischen Raum oder in Afrika. Ich fühle mich immer fremder hier und wie auf Besuch in der eigenen Heimat. Es wird täglich mehr - man kann richtig zusehen, wie wir selbst immer mehr zur Minderheit im eigenen Land werden. Alles ist schon völlig muslimisch unterwandert - Politik, Polizei, Bundeswehr und in der Gastronomie sieht man auch immer weniger Deutsche. Das Stadtbild in Berlin prägen kinderwagenschiebende Muslime und junge muslimische Männer- die als regelrechte Invasoren nach Deutschland gekommen sind. In vielen Stadtbezirken sind die Deutschen schon weit in der Unterzahl- alles ist versifft, voller Dreck und Müll. In vielen berliner U-Bahn Linien sitzt man als Deutsche fast allein im Abteil und hört nur arabisch, türkisch usw. Die Lage in den Großstädten ist heute schon gravierend- und der muslimische Bevölkerungsanteil steigt in Zukunft noch rapider an- dann werden Sie auch mehr auf die Kleinstädte und Dörfer ausweichen und so das restliche- teilweise intakte Deutschland auch noch völlig zerstört. Es macht mich unendlich traurig, was mit unserem wunderschönen Land geschieht. Gleichzeitig aber auch sehr wütend, dass die deutschen Männer nicht einmal uns Frauen und ihr eigenes Land verteidigen. Die Frauen sind die größten Leidtragenden einer Islamisierung. Diese Feigheit ist eine Schande. Meinen Respekt allen Männern, die dies nicht betrifft und die für unsere Zukunft kämpfen und nicht feige im Strom mit schwimmen. Es war der größte Fehler der letzten 70 Jahre eine muslimische Einwanderung in Deutschland und Europa überhaupt zuzulassen. Der Koran verstösst gegen die Menschenrechte und die Ideologie Islam ist gegen unsere freien Werte, die demokratischen Verhältnisse und unsere Kultur gerichtet. Der Koran gehört in ganz Europa verboten und der Islam damit aus Europa verbannt.",criticism
So ist es richtig Herr Stöcker sollen sie doch sehen wie die Uni zu Geld kommt. Ich würde Vorschlagen die Studiengebühren ordentlich zu erhöhen bis es richtig weh tut.,criticism
"Österreich und die anderen EU-Staaten sollte gar keine Flüchtlinge aufnehmen. Das sollte Merkel alleine ausbaden. Zwar dumm für uns in Deutschland, aber Merkel hat sie gerufen ...",criticism
Oh nein... dieser geisteskranke Islamarschkriecher wieder...,nothing
"Beeindruckend wie das Pegida - Volk hier gleich wieder pöbelt anstatt auf die Gedanken dieses Mitbürgers einzugehen - aber das Selbe für sichselbst einfordern, das kann man",nothing
die kennen sich nur in kinderficken und kiffen aus.,nothing
"noch ein kleines beispiel aus frankreichs wahlrealitaet. die cantone in marseille haben mehrheitlich den FN im ersten wahlgang an die spitze gesetzt. jetzt werden die berufspolitiker von ump und ps zum republikanischen schulterschluss aufrufen und , so wie in deutschlands GroKo, beweisen, dass ein anderes wort fuer ihren beruf auch ""prostitution"" sein koennte. Marseille 1 Payan/Rubirola (Union de la Gauche) 26,93% Delahaye/Luc (FN) 22,04% Marseille 2 Guérini/Narducci (Force du 13) 34,17% Dupuis/Marti (FN) 23,61% Marseille 3 Grech/Marandat (FN) 35,09% Jibrayel/Sportiello (Union de la Gauche) 24,41% Marseille 4 Cupolati/Farkas (FN) 40,14% Benarioua/Di Marino (Union de la Gauche) 31,06% Marseille 5 D'Angio/Maggio (FN) 36,71% Hadjchikh/Rossi (Union de la Gauche) 25,66% Marseille 6 Dudieuzere/Mustachia (FN) 40,16% Masse/Tranchida (Union de la Gauche) 27,22% Marseille 7 Barat/Philippe (FN) 37,34% Pustorino/Rey (UMP/UDI) 31,60 Marseille 8 Comas/Ortega (FN) 41,82%) Carrega/Santelli (UMP/UDI) 23,23% Marseille 9 Caradec/Réault (UMP/UDI) 35,19% Cataneo/Sicard (FN) 32,62% Marseille 10 Vassal/Royer Perreaut (UMP/UDI) 40,17% Maunier/Trani (FN) (32,27%) Marseille 11 Baumann/Kerbrat (FN) 28,87% Biaggi/Di Nocera (UMP/UDI) 27,83% Marseille 12 Bernasconi/Moraine (UMP/UDI) 37,57% Geronimo/Parodi (FN) 35,51 naechsten sonntag gebe ich euch die ergebnisse des zweiten wahlganges durch. wenn der FN zwei cantone gewinnt, waere das ein wunder.",nothing
"Der nächste findet bestimmt das Raumschiff Enterprise! Im Wert von Hundert Billionen EURO und gibt sie bei der Polizei ab!",nothing
Minimum ca 15-20 tausend,nothing
"Ha,ha,ha jede Woche findet ein Flüchtling Geld, Nazigold und nun auch noch eine Gitarre die haben ja ein Glück ich finde nicht mal einen Cent.",nothing
"[USER] [USER] Oh... sehe gerade, dass mich die liebe Alice blockiert. Welch eine Ehre 🤣🤣😍",nothing
[URL],nothing
Die grün linke Jugend darf anscheinend wieder am PC spielen ;-) Gehört wohl zum Therapie Programm. Na gut warum nicht ??,nothing
"genau, den meinte ich... ;-)",nothing
"""kurzfristige Inanspruchnahme"": ICH LACH MICH TOT!",nothing
"Sunniten, Aleviten und Schiiten. Aber wieso beantwortest du meine Fragen nicht. Ich meine sie absolut sachlich und weil ich Interesse habe. Schließlich habe ich keinen von euch angegriffen. Ich hinterfrage nur.",nothing
Hat ja funktioniert haben die intelligentsbolzen was zum äußern Und beleidigen ich habe euch alle lieb einen bombenfreien oder Terror freien Sonntag wünsche ich allen menschen,nothing
[URL],nothing
wie wahr! :-P deshalb kommt alles wie gerufen um sauberzumachen und den mist der sich angesammelt hat wegzuradieren. bleiben auch nur 100 richtige deutsche am ende am leben und die anderen gibts nicht mehr ist nichts verlohren! :-),nothing
Sauber Heike ?? sonst nichts zu tun ?,nothing
Scheinbar sind keine Kommentare mehr erwünscht!,nothing
Tysken kan ! SKAL vi stå i skyggen og hjælpes af dem ? Kan vi ikke selv eller er vi blevet uduelige svagpissere ???,nothing
"da liegt eben der grund für die""nazifizierung"" sachsens, sachsen sind helle!",nothing
"[[USER]] Er steht zu seiner Meinung! Wo ist da das Problem? Mir sind solche Menschen lieber, als welche die aller 4 Jahre ihren Hals in eine andere Richtung drehen!",nothing
Richtig. Für alle hier in Deutschland die für pegida sind,nothing
mir gefällts............,nothing
Mich nervt das nur noch... ??,nothing
"[URL] hier kann man nachlesen wie eine türkische Polizistin im Ruhgebiet die Ausländerkriminalität einschätzt: Meine Kollegen und ich werden täglich mit straffäl - ligen Migranten, darunter größtenteils Muslimen (Türken, Araber, Libanesen usw.) konfrontiert, welche nicht den geringsten Respekt vor der Polizei haben.",nothing
"Leider muss es erst zu Plünderungen,Raub und den ganzen Gewaltverbrechen kommen,bis auch die letzten ""Gutmenschen""aufwachen:-(",nothing
und die Flut ist noch lange nicht zu Ende .aber unser Deutschland i5 ja voller toleranter Gutmenschen??,nothing
"Ron, ihr seid Millionentrilliarden gewesen. Mindestens! Ehrlich! Da sind wir uns alle einig! Aber du kannst gern noch ein wenig weiterrechnen. Ich finde das immer wieder niedlich. :-)",nothing
Dirk Petryka dazu beglückwünsche ich dich von ganzem Herzen.Kann schließlich auch nicht jeder. p.s. Argumente hab ich ohnehin nicht erwartet.Nicht das du meinst du wärst besonders witzig oder gar dabei behilflich eine konstruktive Diskussion zu starten.Da herrscht bei euch sozusagen Maul- und Denksperre.,nothing
"So geil der Spruch, den muß ich kopieren, sorry wenn du ihn irgendwo mal wiederfindest",nothing
"Martin Luther King, musst du nicht kennen :D",nothing
"Richtig. Bei Kriegsflüchlingen darf es nur ein"" Asyl auf Zeit"" geben, damit nach Ende von Krieg und Verfolgung diese Staaten wieder aufgebaut werden. Denn nach 10 Jahren Aufenthalt in GerMoney werden 3 von 4 Asylanten keine Arbeit haben und uns Steuerzahlern auf derTasche liegen. An die daraus sich entwickelnde Krminalität möchte ich jetzt noch gar nicht denken.",criticism
[URL],nothing
"Mudy Fa, warum kann man Untermenschen wie dich einfach nicht ernst nehmen?  Es gibt kein Gott. Keine Hölle.",nothing
KÖNNTE SICH MAL HERR TILLICH ANSEHEN VIELE ELTERN DIESER SCHÜLER SIND AUCH AUF DER STRASSE BEI PEGIDA UND KÄMPFEN DARUM DAS ES SO BLEIBT IN SACHSEN !!!,nothing
"Millionen Kritiker dieser Asylkrise? Träum weiter und lies endlich DUDEN, denn Krise schreibt man nicht mit ie. Ihr seid nichts weiter als ein kleiner dummer unbedeutender Haufen, ein Eselsohr im Buch der Geschichte. Wenn Flüchtlinge ach-so-toll versorgt werden in Deutschland, scheiß doch deinen Perso weg und lass dich als Flüchtling registrieren! Die Brandanschläge auf dein Flüchtlingsheim sollten ja eine lustige Veranstaltung für dich sein.",nothing
Sagt doch alles aus! Herzlichen Glückwunsch Ossis!,nothing
"Richtig. Was die drauf haben, hat man in Leipzig gesehen!",nothing
"Sie verdrehen die Tatsachen, anhand Ihrer Bildung sollten Sie das selbst wissen. Danke fürs Gespräch",nothing
Das Zeitgeschehen differenziert betrachten - Ansatzlösungen finden! [URL],nothing
"Und warum wurdet ihr dann von Kleinstgruppen von denen überfallen? Euch fehlt der Kampfeswillen und ihr kennt euren Feind, das brD System nicht. Das Thema Pegida ist schon bald erledigt. Ich hoffe ihr zieht dann daraus Konsequenzen und zieht euch nicht als total Verarschte, die ihr eure Hoffnung in systemtreue Feiglinge gesteckt habt, ins Privatleben zurück.",nothing
